id,body,score,created_utc,parent_id
jj65ml7,"No one cares, but I’m gonna dump my thoughts on the game here.

AD was phenomenal. Aggressive and active on both ends of the floor and it seemed like he had a hand in almost every stop the lakers got. The question is if he can maintain this quality of play on an even numbered game, which he hasn’t done yet. G4 is in crypto though, so hopefully the role guys pick up wherever he’s likely to lack. 

This team enables some of the most exciting play I’ve seen out of LeBron in years. Everyone can create their own shot, so LeBron puts significantly more effort on defense, and it shows. The numbers support it and the eye test confirms it: LeBron is a top 3 defender this playoffs, and the only 2 ahead of him join him in the front court. (Statistically, I think he’s actually rated 4th in defensive rating, but I can’t remember who the #3 guy actually is) On offense he’s still the Swiss Army knife he always is, but he’s noticeably quieter on that end, but it’s for the better.

The three man guard rotation of schroder, reaves, and russell is sensational. The offense speaks for itself, but defensively, they all understand their assignments perfectly. They put in phenomenal effort and put guys like AD, LeBron, and Vando in the position to succeed on that end. 

On that note, I’d like the give credit to Ham. The rotations were a mess early on, but they’ve been much tighter in the postseason. (my heart leaps for joy seeing Brown stay on the bench) He’s recognized that AD is an absolute black hole on defense, and he’s given the guards the assignment of guiding the offense towards him. When AD sits, the size match up of LeBron/Vando/Rui still maintain significant impact in the paint, though obviously not to AD’s extent. 

This deserves its own comment bc of how successful it’s been. Vando is guarding Curry as well as I’ve ever seen anyone do before. It’s a team effort, as it always is with Curry, but I have much more confidence in that scheme with Vando at the head of the spear. 

DLo was hot, my question is can he stay hot? He seems to have been pretty consistent since early I. The Grizzlies series, but his body language always concerns me. The moment seems to get to him more than the rest of the team. I can’t complain especially after that performance, I just hope he can maintain the confidence, because he’s absolutely dominant with a level head. 

Rui, AR, and Schroder are always ready for the moment. Any lack of production does not indicate a lack of impact. The effort is always there and they’re always on top of it whenever the game allows them to get to their spots. If the Lakers make it to the CF, this bench unite will be HUGE, bc they either need to keep up with Denver’s bench to give the starters a chance, or they need to win the series outright against the Suns. 

I have little to say about the Warriors. The adjustment to me seems to use Curry’s gravity to enable the team the same way he did in G2. That said, it seemed like that was the gameplan anyways, but AD was just getting in front of every single pass attempt. 

2 years ago my adjustment would be simple. Run the offense through Dray. However, his scoring production has dropped significantly and as a result, he has little to no gravity as the ball handler. He’s never been an elite scorer, but in the past he has been enough of a threat to draw just enough attention away from Steph and Klay to get them shots. Now, his only skill set seems to be his ability to get other guys the ball, but if they can’t get it going, he does little to nothing to ease the load. 

I will close with the most obvious takeaway: Poole is absolutely shell shocked since G1. He normally plays with superstar confidence, and I had no issue with him taking a superstar shot at the end of the game, but superstars also need to play with a short memory. You can’t let a moment like that get to your head. 

If GS wants to have a chance at winning this series, he needs to play with a head on his shoulders otherwise the rest of the team is going to be continually isolated as he struggles to produce. You can count on superstars to carry the weight, but you need to get it onto their shoulders first, and as of G3, the warriors failed to do that",92,1683430941.0,t3_13a5us2
jj5mgwm,[deleted],15,1683421236.0,t3_13a5us2
jj5suuh,"That’s not a foul. 

Holy Shit man. That happens every single play.",15,1683424338.0,t3_13a5us2
jj5suwj,Wow these foul calls are weak!,15,1683424338.0,t3_13a5us2
jj5tbo4,Holy shit 6 to 21 free throws hahahaha,16,1683424556.0,t3_13a5us2
jj5tdew,"Warriors are definitely making mistakes but got damn, refs aren't giving them any margin of error.",14,1683424578.0,t3_13a5us2
jj5ti1b,Worst kind of playoff game. Whistle after whistle after whistle,15,1683424638.0,t3_13a5us2
jj5vv8b,"2 rules I will never understand in the NBA: 


1) what is a continuation and what isn’t. 


2) what is a blocking foul and what is a charging foul 


Feel like every ref calls them differently",16,1683425809.0,t3_13a5us2
jj5yvze,This kid loungin next to lebron like she just at home on the couch,16,1683427348.0,t3_13a5us2
jj61u4m,"Poole looks like shit in garbage time. 

He’s making 30 million next year.",15,1683428859.0,t3_13a5us2
jj629vn,Why.is.JVG.rambling.like.this.,15,1683429095.0,t3_13a5us2
jj62pn1,I would love to see JVG run for 7min and see how he feels tomorrow. Wouldn't even get outta bed,15,1683429324.0,t3_13a5us2
jj5uri5,I think most people in this sub can agree that the Lakers deserve to be winning at this point and the Warriors have been turning the ball over a lot and playing carelessly AND also the refs gotta chill out a bit. All things can be true,79,1683425250.0,t3_13a5us2
jj5q54e,"Game 1: NBA Finals Game  
Game 2: NBA Regular Season Game  
Game 3: Mexico City Exhibition Game  
  
So far.",41,1683423015.0,t3_13a5us2
jj5t3rj,"If you would've told me the Lakers would have a +15 FT advantage in the first half of a pivotal playoff game, I would've definitely believed you.",43,1683424455.0,t3_13a5us2
jj5oyi2,Why tf is LA trying to have a shootout with GSW?? Why are they doing everything that’s opposite of what was successful in G1?,14,1683422451.0,t3_13a5us2
jj5qx1f,Schroder grabbing knees on two occasions last game is cool but not that ok,15,1683423394.0,t3_13a5us2
jj5suun,What a fucking flop. This is nearly unwatchable,14,1683424338.0,t3_13a5us2
jj5svpq,Ref fans EATING tn,14,1683424349.0,t3_13a5us2
jj5svsm,This is a brutal fucking game to watch,14,1683424351.0,t3_13a5us2
jj5sxi1,Lakers players are king floppers lmfao,15,1683424373.0,t3_13a5us2
jj5sxyg,"if that's an offensive foul, then so many guys like Tatum and Kawhi should foul out from offensive fouls most game",15,1683424378.0,t3_13a5us2
jj5t0ri,Fuck it give me Ref flair this shit too good,14,1683424415.0,t3_13a5us2
jj5t5ei,I hate field goals!!! I love free throws!!! This is great!!,14,1683424476.0,t3_13a5us2
jj5t7ds,Rigged.,13,1683424501.0,t3_13a5us2
jj5tomj,Ugliest half of basketball in the playoffs so far in the playoffs z it was completely ruined by refs,14,1683424724.0,t3_13a5us2
jj5ttxq,"This is the playoffs, why they calling so many fouls",14,1683424793.0,t3_13a5us2
jj5ukbd,ESPN halftime show has all the arrogance of the Inside The NBA crew with none of the endearing qualities or humor they have.,15,1683425153.0,t3_13a5us2
jj5x8jv,Jackson talking about Wiggins like he's 35yo,14,1683426512.0,t3_13a5us2
jj5xafp,Why did Mark Jackson say Wiggins turned back the hands of time as if Wiggs is some old timer lol,14,1683426537.0,t3_13a5us2
jj5xap9,"“Andrew Wiggins turning back the hands of time”, he’s 28 Mark…",14,1683426541.0,t3_13a5us2
jj5yrx1,Imagine being a preteen and you sit next to LeBron James at basketball games.,15,1683427292.0,t3_13a5us2
jj5zzfa,"Don’t fret warriors fans, AD will shoot 3/13 with 12 turnovers next game",14,1683427907.0,t3_13a5us2
jj60b50,2K24 should have tonight's officiating crew as one of the all time teams,14,1683428071.0,t3_13a5us2
jj6272r,Lakers fans y’all better start putting some respect on Darvin Ham’s name,14,1683429052.0,t3_13a5us2
jj62d71,Wtf are we listening too lmao,15,1683429143.0,t3_13a5us2
jj62h7u,Van Gundy is insufferable,14,1683429202.0,t3_13a5us2
jj62knc,Bruh commentators with L takes... you don't play guys in garbage time so that you don't risk injury during those meaningless minutes... it's not necessarily about wear and tear afterwards...,13,1683429251.0,t3_13a5us2
jj62qgy,"Bro JVG is an idiot. 

Every extra minute on a tired body just gets more and more taxing",14,1683429337.0,t3_13a5us2
jj5pye1,That White Men Can’t Jump remake looks atrocious,30,1683422923.0,t3_13a5us2
jj5q124,You can't remake white man can't jump and especially with jack Harlow,28,1683422960.0,t3_13a5us2
jj5t1vw,Refs went and fucked the game on up.,26,1683424430.0,t3_13a5us2
jj5t5xw,[deleted],29,1683424483.0,t3_13a5us2
jj5t6x0,Adam Silver put the wire through. It's done,30,1683424495.0,t3_13a5us2
jj5t8n8,Am I tripping but divencenzo definitely cleared his feet,31,1683424518.0,t3_13a5us2
jj5tgwk,Free throws and ads. Thrilling,29,1683424624.0,t3_13a5us2
jj5tict,Lakers shot 14 FT's the final 6:32,30,1683424642.0,t3_13a5us2
jj5x7hp,Wiggins turning back the hands of time? He’s 28 lol,30,1683426497.0,t3_13a5us2
jj63erw,Klay stunk it up for Kobe🙏,29,1683429697.0,t3_13a5us2
jj5l27e,"AD ON THE FLOOR WRITHING

7:31 1ST QUARTER",59,1683420567.0,t3_13a5us2
jj5t4oa,refs are doing their own coronation today,59,1683424466.0,t3_13a5us2
jj5eatt,May the sky's malevolence be met with the reign of the sky fuckers wrath,12,1683417177.0,t3_13a5us2
jj5q31p,The tv timeout in between foul shots is bullshit.,13,1683422987.0,t3_13a5us2
jj5svho,Bro fell forward from a push off hmmmm,13,1683424346.0,t3_13a5us2
jj5t0ke,This game makes me want to become a hockey fan,12,1683424412.0,t3_13a5us2
jj5t0pw,the reffing has been bad today because it's been super inconsistent - 2nd has been completely different to the first,13,1683424414.0,t3_13a5us2
jj5t0t4,What the fuck has the nba come to??,13,1683424416.0,t3_13a5us2
jj5t19g,Refs cooking tn,12,1683424421.0,t3_13a5us2
jj5t2xa,Refs the stars tonight,13,1683424443.0,t3_13a5us2
jj5t4jv,Damn this is a great games by the ref. After game 2 I was disappointed they weren’t calling enough fouls.,13,1683424464.0,t3_13a5us2
jj5tdhl,Lmao tbis game is unwatchavle,13,1683424579.0,t3_13a5us2
jj5tik7,You just can’t turn the ball over like that over and over again. Also I hate how elbowing a guy in the chest is fine the way AD did it but not the way Klay did,14,1683424645.0,t3_13a5us2
jj5tzoq,Warriors having 12 turnovers didn't help.,13,1683424873.0,t3_13a5us2
jj5w469,Thought that was a charge tbh,14,1683425937.0,t3_13a5us2
jj5w4rd,I figured they wouldnt reverse it.  That seals this game as a dubs loss.  They have no chance against these refs.,14,1683425946.0,t3_13a5us2
jj5x8w8,How old does mark jackson think Wiggins is? What is he talking about lol,14,1683426516.0,t3_13a5us2
jj605mm,"No lie I see why AD can't do this every game, it's taxing and he's only center doing two way very well. Him and Adebayo are best defending centers.",13,1683427994.0,t3_13a5us2
jj60wng,Nice of the Lakers to finish them off early enough for warriors fans to be tucked in before their bedtime,14,1683428383.0,t3_13a5us2
jj6273v,"Top 3 Ham adjustments 

Vando on Draymond to switch and close space 

Making AD realize needs to come up and harass the ball handler on screens after the first quarter shoot out compared to Bucks level drop

Lionne Walker over Troy Brown who is quicker navigating through Warriors various actions",12,1683429052.0,t3_13a5us2
jj6274x,Wtf is JVG talking about😂,14,1683429053.0,t3_13a5us2
jj62ks8,Mark and JVG really acting like they know how hard it is to play intense playoff basketball with the wear & tear of 38 y.o. LeBron,13,1683429253.0,t3_13a5us2
jj62ne2,JVG - playing more minutes helps lebron AHHAHAHHAHHAHAH,13,1683429291.0,t3_13a5us2
jj62njj,I usually like JVG's honesty but that was an idiotic take.,12,1683429294.0,t3_13a5us2
jj62ob5,Jeff and Mark are an L lol,12,1683429305.0,t3_13a5us2
jj62qol,"What the actual fuck is this minutes argument. Yes, a 38 year old will get gassed faster than a 33 year old. What is he even getting at?",12,1683429340.0,t3_13a5us2
jj62sp8,Goldeneye pause menu music at end of game???? That was AWESOME,13,1683429371.0,t3_13a5us2
jj63fc6,"JVG vs LeBron, one v one, halftime show for wcf.",12,1683429705.0,t3_13a5us2
jj5kz4m,Does AD have the lowest pain threshold in NBA history?,12,1683420526.0,t3_13a5us2
jj5mguf,Either it’s a foul or not. Enough with the “let’s see if it goes in or not” bs.,11,1683421236.0,t3_13a5us2
jj5p4g2,Bron arrived 4 hours early to the game for what,11,1683422527.0,t3_13a5us2
jj5pye0,Weasley Snipes and Woody Harrelson>>> whatever this crap is,12,1683422923.0,t3_13a5us2
jj5svsv,That’s an offensive foul? Cmon,11,1683424351.0,t3_13a5us2
jj5uku8,Halftime highlights should just be dudes blowing whistles in slow motion,13,1683425160.0,t3_13a5us2
jj5wm2h,I blame the refs for the warriors shooting 36%,12,1683426194.0,t3_13a5us2
jj5x84w,Turning back the hands of time?he’s in his prime lol,10,1683426506.0,t3_13a5us2
jj5yvmc,Who are those children and how/why are they there?,12,1683427342.0,t3_13a5us2
jj5yyo8,Poole saw Zendaya with Tom and started stinking it up,12,1683427385.0,t3_13a5us2
jj604ey,"Reminds me of the Grizzlies series last year  
  
Just trading blowouts",11,1683427978.0,t3_13a5us2
jj609et,this is the most complete game bron has played since coming back from injury. hoping thats a good sign for his health,10,1683428046.0,t3_13a5us2
jj60dgz,"AD would be DPOY if he stayed healthy, its ridiculous how much guards fear him and how he alters the game",13,1683428105.0,t3_13a5us2
jj61s5h,"there will be a Darvin Ham speech about Lonnie staying ready and ""that's what it's all about"" for sure lmao",11,1683428832.0,t3_13a5us2
jj61tvl,Blow outs = more rest for AD and Bron,11,1683428856.0,t3_13a5us2
jj62emy,Are they really arguing Lebron at 38 isn’t an OLD player? Fucking Jeff* stop he’s old and 32 minutes is way better than 43 lmao,11,1683429165.0,t3_13a5us2
jj62hh7,These commentators are making me want to put the game on mute. Just stfu about the minutes discussion,13,1683429206.0,t3_13a5us2
jj62j78,"No wonder JVG isn't a coach anymore lmao, this guy has no idea what the fuck he's talking about",12,1683429230.0,t3_13a5us2
jj62jbr,Van Gundy is so out of touch here holy shit,12,1683429232.0,t3_13a5us2
jj62kru,JVG just talks to talk lmfao,12,1683429253.0,t3_13a5us2
jj62mb2,What the actual fuck is Jeff Van Gundy talking about lol. How is less minutes for Lebron not beneficial.,12,1683429275.0,t3_13a5us2
jj62pk2,"why do players ever retire then, play till 80 minutes dont matter JVG smoking some weird things...",12,1683429323.0,t3_13a5us2
jj62r37,It's a terrorist hate crime that the Lakers announcers are done for the season. These national announcers make me want to blow my brains out.,12,1683429347.0,t3_13a5us2
jj631un,Had to get TT a dunk since a Kardashian is courtside,14,1683429504.0,t3_13a5us2
jj5m8y7,ah the classic watch the play to see if the basket is good before determining if its a foul or not,24,1683421127.0,t3_13a5us2
jj5rgfh,This is such bullshit. They’re rigging this game so that both teams win.,21,1683423652.0,t3_13a5us2
jj5t67s,Nah this is hard to watch,27,1683424486.0,t3_13a5us2
jj5t9g6,Some *interesting* calls.,24,1683424528.0,t3_13a5us2
jj5t9l5,You can see Divencenzo literally hopping out every 2 seconds...????,23,1683424530.0,t3_13a5us2
jj5tqlj,"Lakers took 17 free throws in the last 6 minutes of play 

Dawg what??",23,1683424749.0,t3_13a5us2
jj5xg2e,"[insane dunk by Wiggins over AD]

ESPN commentators: Man I love the movement by AD

Atleast try to hide your bias lol",20,1683426615.0,t3_13a5us2
jj5makr,"I REALLY don't like when Refs wait for a miss to call a foul, its just kinda silly. Either give Davis that FT when the shot goes up, or don't",11,1683421149.0,t3_13a5us2
jj5mcu4,Is there anything worse than a ref waiting until a guy misses to call a late foul?,12,1683421180.0,t3_13a5us2
jj5md4p,i guess we're doing the fouls if they miss it thing tonight,10,1683421185.0,t3_13a5us2
jj5mh9q,legendary floor merchant AD,10,1683421242.0,t3_13a5us2
jj5mqa0,Put money on lakers getting 20+ free throws.,10,1683421362.0,t3_13a5us2
jj5nyux,"Warriors adjustments and gameplan head over heels better than those of the Lakers

Lake show looking lost out there. 

Warriors would be up 15+ if DLo didn’t get them off to a fast start",12,1683421970.0,t3_13a5us2
jj5o4ad,"Shoutout to Lebron getting to the arena 5 hours to…


Take ZERO shots",11,1683422043.0,t3_13a5us2
jj5p0x0,AR throwing his head back like someone jumped out of the bushes and blew a load in his face lol,11,1683422483.0,t3_13a5us2
jj5p8t2,is lebron mad at someone? cause he's refusing to score like he's mad at his own team,11,1683422583.0,t3_13a5us2
jj5ptyh,"damn Lebron look old

he can't jump and dunk that? did he get hurt during pregame workout?",10,1683422862.0,t3_13a5us2
jj5pzdo,"Seems like the foot concerns are real

Healthy Bron would make that layup 99% of the time",11,1683422937.0,t3_13a5us2
jj5q67s,it would be dope if the turnovers stopped,10,1683423031.0,t3_13a5us2
jj5qwqd,Flagrant on that but Shroeder’s knee grab is a common. Ok nba lol,11,1683423390.0,t3_13a5us2
jj5r9wp,"This lakers team wins game 1 by owning the paint. 

Now, they’re like “we’re a jump shooting team”",12,1683423566.0,t3_13a5us2
jj5sw99,Same shit AD did to Draymond lol,10,1683424357.0,t3_13a5us2
jj5swfb,Weakest push off foul I’ve ever seen,11,1683424359.0,t3_13a5us2
jj5sxcf,I’m rooting for the Lakers but the amount of calls they get is crazy,11,1683424371.0,t3_13a5us2
jj5sy29,"You can't overturn that on Davis and then call Klay for it, what a carry job by the refs",9,1683424379.0,t3_13a5us2
jj5t0j2,Refs fan eating right now!,12,1683424412.0,t3_13a5us2
jj5t0qq,Holy hell? This is ridiculous,12,1683424415.0,t3_13a5us2
jj5t2ed,Whistle after whistle… smh refs,11,1683424437.0,t3_13a5us2
jj5t4jz,Refs calling ticky tac calls,11,1683424465.0,t3_13a5us2
jj5t5fh,Yea I’m just gonna come back in the 4th quarter this is mind numbing even if you think Warriors playing stupid,11,1683424476.0,t3_13a5us2
jj5td1z,"1st Q - shiet looks like Warriors got this. Lakers are being so stupid.

2nd Q - shiet looks like ~~Warriors~~Lakers got this. ~~Lakers~~Warriors are being so stupid.",12,1683424573.0,t3_13a5us2
jj5ty0y,30-8 run with 12 turnovers by the Warriors. Lakers would be winning regardless of the refs but I hope that the refs chill out a bit for the rest of the game because that was brutal,10,1683424849.0,t3_13a5us2
jj5v4dl,I don’t have a horse on this race but it’s pretty funny how all the warrior haters are coming out trying to convince people the refs aren’t ruining the game. This many calls makes the game slow and unwatchable,13,1683425426.0,t3_13a5us2
jj5wuet,i mean wtf is green supposed to do?,11,1683426314.0,t3_13a5us2
jj5ww78,That one should have been a no call.,11,1683426340.0,t3_13a5us2
jj5ww7l,"This is wild, they get FTs every single posession",10,1683426340.0,t3_13a5us2
jj5x84r,Wiggins easily one of the most underrated playoff risers,11,1683426506.0,t3_13a5us2
jj5xazt,What the fuck are you saying Marc. Wiggins isnt old,11,1683426545.0,t3_13a5us2
jj5xdht,“Turning back the hand of time”? Mark Jackson is so goddamn stupid,10,1683426579.0,t3_13a5us2
jj5y6xj,“Blocked by James” just sent a stream of adrenaline through me.,9,1683427003.0,t3_13a5us2
jj5yk0e,Can we take a minute to appreciate the fact that LeBron’s foot is still fucked,10,1683427182.0,t3_13a5us2
jj5ywlk,Who is this kid sitting right next to bron not giving a fuck lol,11,1683427356.0,t3_13a5us2
jj5yx34,Lebron straight up dying on the bench,12,1683427362.0,t3_13a5us2
jj5yyiy,Poole shot selection is insane lmaoo,11,1683427382.0,t3_13a5us2
jj600pp,"Why the hell is Lebron on the floor?

Both Bron and Poole should be benched, but for very different reasons.",11,1683427926.0,t3_13a5us2
jj609s1,"It's Tristan Thompson time!

\- Tristan Thompson",12,1683428051.0,t3_13a5us2
jj60djo,Warriors getting cooked.,11,1683428106.0,t3_13a5us2
jj61q7m,Poole looks bad even in garbage time. How much can one player regress?,10,1683428803.0,t3_13a5us2
jj61scm,Bench players game is surprisingly more entertaining.,11,1683428835.0,t3_13a5us2
jj627jh,JVG says the dumbest shit constantly,11,1683429059.0,t3_13a5us2
jj629jz,Jeff Van Gundy is the price we pay for free speech,10,1683429090.0,t3_13a5us2
jj62dph,Van Gundy is insufferable to listen to,10,1683429151.0,t3_13a5us2
jj62gfe,"JVG is a fuckin moron. This is why this dude is a perennial loser. It’s almost like if you’re already tired, and have to push 5 extra minutes to 37 minutes, that might drain you when you’re not used to that.",11,1683429191.0,t3_13a5us2
jj62k8m,Retire JVG pls,11,1683429245.0,t3_13a5us2
jj62qky,JVG and Mark in garbage time are wild,11,1683429339.0,t3_13a5us2
jj62sje,"yo, that goldeneye music at the end has me hyped.",12,1683429368.0,t3_13a5us2
jj62tyu,"What a great play by Kuminga, closed the gap to 30 points!",11,1683429389.0,t3_13a5us2
jj62xd0,Kerr gets all bent out of shape when opponents shoot in last 30 seconds of a Warriors loss,11,1683429438.0,t3_13a5us2
jj630q9,Warriors seem a bit rattled,10,1683429488.0,t3_13a5us2
jj631xo,What was JVG on the last 7 mins bro lmaooooo old man rambling fr,11,1683429506.0,t3_13a5us2
jj636ej,WHY AM I SEEING A SCIENTOLOGY AD,10,1683429573.0,t3_13a5us2
jj5l3kt,Oh for fuck’s sake. This isn’t a flagrant. Move the fuck on and play,28,1683420582.0,t3_13a5us2
jj5ma2u,classic wait for the ball to miss before calling the foul. i thought bill kennedy was one of the good ones,32,1683421142.0,t3_13a5us2
jj5mfvh,I don’t understand these whistles after the miss. Like isn’t it a foul regardless of the make or miss?,29,1683421222.0,t3_13a5us2
jj5qrth,Schroder wasn't called for flagrant 1 when he grabbed Draymond's knee last game,30,1683423327.0,t3_13a5us2
jj5wwh5,Wtf is Draymond supposed to do. Dude got ran over for his 4th and 5th foul. Really blatant bullshit tonight.,29,1683426344.0,t3_13a5us2
jj609ew,"Can't commit 17 TO's, 22 fouls, shoot 36% from the field, 29% from 3 and expect to be a close game let alone win. GG lakers",29,1683428046.0,t3_13a5us2
jj62w0t,Time for warriors and their fans to consult a legal team. Potentially sue the NBA & Lakers org for absolutely no fucking reason at all other than them being DOG shit game 1 & game 3.,32,1683429419.0,t3_13a5us2
jj5v076,our series with GSW was waaaaaaay better to watch,40,1683425368.0,t3_13a5us2
jj5mboa,I don't mind foul calls. Just don't wait to see if it's going in to call them,9,1683421165.0,t3_13a5us2
jj5mgp3,AD falling down shouldn’t count as a foul lol,9,1683421233.0,t3_13a5us2
jj5p0s1,Lakers look terrible.,11,1683422481.0,t3_13a5us2
jj5p3e9,"worst thing the lakers can do is to get in a shootout with us, they gotta attack the rim and use their size more, don’t know why they keep chucking threes when that’s not their game",9,1683422514.0,t3_13a5us2
jj5pqpk,Gotta help him up he's with Klutch,10,1683422817.0,t3_13a5us2
jj5pu4m,"This must be a new NBA related movie, right? Ben Simmons wakes up as LeBron one day and has to play a playoff match as him.",10,1683422865.0,t3_13a5us2
jj5q6vt,Dubs stupid ass turnovers keeping them from having a 20pt lead already.,9,1683423040.0,t3_13a5us2
jj5qqh4,"“Try that in my neighborhood” 😂

“Blonde haired blue eyed kid” keeping it real",10,1683423309.0,t3_13a5us2
jj5qumf,Lmao these refs are dogshit thats a flagrant but not schroder pulling people by the knee twice last game,11,1683423364.0,t3_13a5us2
jj5rabr,That's one of the worst charge calls I've seen. Fuck off.,9,1683423571.0,t3_13a5us2
